text,length,ind,aspects,polarities
We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,1,0,service,positive
Buon appetito!,1,0,anecdotes/miscellaneous,positive
We thought that this place is using too much of MSG cooking in the foods.,1,0,food,negative
Try the sea bass.,1,0,food,positive
It is a lot of fun with live entertainment and all kinds of Disney type special effects.,1,0,ambience,positive
IT IS WHAT MODERN CUISINE IS ALL ABOUT.,1,0,anecdotes/miscellaneous,positive
The bagels are also reasonably priced for NYC.,1,0,price,positive
This should have been done in a back room - away from customers.,1,0,anecdotes/miscellaneous,negative
"If your favorite Chinese food is General Tao chicken, then this is NOT your place.",1,0,food,negative
The red sliding doors may be unique but they do not block off the cold air from the outside.,1,0,ambience,negative
The prices and ambience are especially great considering it's in the West Village.,2,0,ambience,positive
"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",1,0,anecdotes/miscellaneous,neutral
I went there in late afternoon for some bite size food and refleshment with my date.,1,0,anecdotes/miscellaneous,neutral
The service is outstanding and my crab-cake eggs benedict could not have been better.,2,0,food,positive
For dollar 600   the most we have ever paid  not even waving a magic wand will ever get us back for a repeat performance.,1,0,price,negative
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,2,0,ambience,negative
The service is awful.,1,0,service,negative
Really tasty spring rolls and noodles for a good price though.,2,0,food,positive
"Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.",1,0,food,neutral
Katz's has been a NYC original for over 100 years.,1,0,anecdotes/miscellaneous,positive
"Great spot, whether looking for a couple of drinks or quiet dinner.",1,0,ambience,positive
"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",1,0,ambience,negative
Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,3,0,food,positive
The white bean brushetta to start was incredible and the pasta was phenomenal.,1,0,food,positive
Will go back but only sate those homesick stomach cravings!,1,0,anecdotes/miscellaneous,positive
This place is worth an one-hour drive.,1,0,anecdotes/miscellaneous,positive
I've lived in NY for 5 years and this place has it all.,1,0,anecdotes/miscellaneous,positive
"We love the food, drinks, and atmosphere!",2,0,food,positive
The people in the restaurant were pretty obnoxious and loud.,1,0,ambience,negative
they live up to the thai way of living.,1,0,anecdotes/miscellaneous,neutral
love the food.,1,0,food,positive
I have been twice to this restaurant.,1,0,anecdotes/miscellaneous,neutral
"Out of the hundreds of Italian restaurants in Queens, this is among the best.",1,0,anecdotes/miscellaneous,positive
"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",1,0,food,positive
"We've only eaten in the restaurant once, but we have ordered many times for dinner.",1,0,anecdotes/miscellaneous,neutral
Amazing!,1,0,anecdotes/miscellaneous,positive
The selection changes frequently but the basic dishes are always available.,1,0,food,neutral
Visited there while on vacation and reading the reviews.,1,0,anecdotes/miscellaneous,neutral
"Similar to other Indian restaurants, they use the dinner special to attract customers at the door.",1,0,anecdotes/miscellaneous,neutral
We had the lobster sandwich and it was FANTASTIC.,1,0,food,positive
THE FRANKENSTEIN SHOW WAS THE BEST.,1,0,anecdotes/miscellaneous,positive
"Shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20.",1,0,anecdotes/miscellaneous,positive
"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",1,0,service,negative
I think locals rate this place so high.,1,0,anecdotes/miscellaneous,neutral
I would not recommend this place to anyone.,1,0,anecdotes/miscellaneous,negative
I was so sad to read the bad reviews this place got!,1,0,anecdotes/miscellaneous,negative
I heartily recommend.,1,0,anecdotes/miscellaneous,positive
The food is authentic Italian - delicious!,1,0,food,positive
We could only get through an appetizer and cheese fondue.,2,0,food,neutral
"I am not a vegetarian but, almost all the dishes were great.",1,0,food,positive
"When I visited my friend who lives in the Upper Eastside, she recommended that we go to this restaurant.",1,0,anecdotes/miscellaneous,neutral
IT WAS HORRIBLE.,1,0,anecdotes/miscellaneous,negative
We were looking forward to nice glass of Sangria when we arrived.,1,0,food,positive
We will definitely go back.,1,0,anecdotes/miscellaneous,positive
"A very inviting restaurant, with friendly service.",2,0,service,positive
"They kindly brought us more to see if it was better, but it was not!",1,0,food,negative
"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",1,0,service,negative
The food is great.,1,0,food,positive
"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",1,0,food,positive
Delivery is fast too.,1,0,service,positive
"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",2,0,anecdotes/miscellaneous,positive
We just ate at Kai and were disapointed.,1,0,anecdotes/miscellaneous,negative
"The service was attentive, yet discreet.",1,0,service,positive
"I got the dollar 10 10-piece dim sum combo, every bite of which was great.",2,0,price,positive
"The menu consisted of standard brassiere food, better then places like Balthazar etc.",1,0,food,positive
"The food was delicious  I had a halibut special, my husband had steak , and the service was top-notch.",2,0,food,positive
They couldn't even make a salad that was appealing.,1,0,food,negative
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",1,0,food,positive
Check it out,1,0,anecdotes/miscellaneous,positive
"Sure, the setting is nice.",1,0,ambience,positive
Their Margarita is best I've had since I've returned from Naples!,1,0,food,positive
"The food is o.k., but not any better than what you get at a good neighborhood restaurant.",1,0,food,neutral
I will never visit this restaurant again.,1,0,anecdotes/miscellaneous,negative
Great value for the quality ingredients.,2,0,food,positive
brick oven gallery is My pick for best pizza restaurant anywhere.,1,0,anecdotes/miscellaneous,positive
I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,1,0,food,positive
The entertainment was great they have shows that go on through out the dinner.,1,0,ambience,positive
"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.",1,0,service,positive
moral stay away.,1,0,anecdotes/miscellaneous,negative
The price was extremely reasonable for the appetizers and food we ate.,1,0,price,positive
Not pretentious and very economical.,2,0,ambience,positive
"The food however, is what one might expect.",1,0,food,neutral
Their coffee is quite good too!,1,0,food,positive
"Last memorial day, I tried to make reservations but was told they were closed that weekend  interesting, but... .",2,0,anecdotes/miscellaneous,negative
The filet mignon dish was superb!,1,0,food,positive
Stuffing yourself with Japanese food is a rare thing.,1,0,food,neutral
The food was lousy - too sweet or too salty and the portions tiny.,1,0,food,negative
I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,1,0,food,negative
"The service, however, was a bright flower in a garden.",1,0,service,positive
"Everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.",2,0,food,positive
skip dessert.,1,0,food,negative
We bring in a party of ten or so every week.,1,0,anecdotes/miscellaneous,neutral
"Go, go, hurry, before everyone finds out about it.",1,0,anecdotes/miscellaneous,positive
When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,1,0,food,positive
"Great for groups, great for a date, great for early brunch or a nightcap.",1,0,ambience,positive
they were able to squeeze me in at 6 after i called the night before my anniversary for a friday night reservation and told me they'd treat us well for the occasion.,1,0,anecdotes/miscellaneous,neutral
The neighborhood was nice though so check out another restaurant instead.,1,0,anecdotes/miscellaneous,negative
"If you live outside the neighborhood, don't bother!",1,0,anecdotes/miscellaneous,negative
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",1,0,food,positive
