aspects,polarities,text,length,ind
['service'],['positive'],The service was excellent - friendly and attentive.,1,0
['anecdotes/miscellaneous'],['neutral'],"Oh right, I should probably say something nice.",1,0
['food'],['positive'],This dish is my favorite and I always get it when I go there and never get tired of it.,1,0
"['food', 'service']","['positive', 'positive']","The food was terrific and the service classy, attentive, without being overbearing.",2,0
"['anecdotes/miscellaneous', 'food']","['positive', 'positive']",I highly recommend visiting this restaurant and having dinner and drinks!,2,0
['service'],['negative'],"Last time I went here, the waitress didn't come back after taking our order.",1,0
['food'],['positive'],The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city.,1,0
['food'],['positive'],"We are very particular about sushi and were both please with every choice which included: ceviche mix  special , crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",1,0
['anecdotes/miscellaneous'],['positive'],This is one of our all-time favorite.,1,0
['anecdotes/miscellaneous'],['positive'],"Yeah, it's that good.",1,0
['food'],['positive'],one of the best Chicken Tikka Masala.,1,0
['anecdotes/miscellaneous'],['neutral'],I go back in line like three times on average until I can't walk anymore.,1,0
['service'],['negative'],They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,1,0
['food'],['positive'],The spicy tuna and salmon are the best we've ever had.,1,0
['anecdotes/miscellaneous'],['negative'],Will never be back.,1,0
['anecdotes/miscellaneous'],['positive'],I would go back tho.,1,0
['ambience'],['positive'],I must say the view of NYC is so beautiful!,1,0
['food'],['neutral'],Other apetizers and food,1,0
['service'],['negative'],The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,1,0
['anecdotes/miscellaneous'],['positive'],"That said, I thought Scalini Fedeli was one of the best dining experiences I've EVER had.",1,0
['anecdotes/miscellaneous'],['positive'],Finally a reliable Chinese restaurant!,1,0
['anecdotes/miscellaneous'],['neutral'],Too bad Latin Quarters closed.,1,0
['anecdotes/miscellaneous'],['positive'],"For some reason the place was empty when we got in and remained so for the entire evening, I don't understand why but we had a blast and will definately go back the next time we are in the area.",1,0
"['food', 'price']","['positive', 'positive']","Try the Pad Thai, it's fabulous and their prices are so cheap!",2,0
['anecdotes/miscellaneous'],['positive'],But this place is a well-oiled machine so they know what they're doing.,1,0
['food'],['positive'],"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",1,0
['anecdotes/miscellaneous'],['positive'],Bon appettite!!,1,0
['service'],['positive'],Great staff.,1,0
['anecdotes/miscellaneous'],['positive'],Definitely a once a year treat that I look forward to around the holidays!,1,0
"['ambience', 'food']","['positive', 'positive']","Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",2,0
['service'],['positive'],Fast service.,1,0
"['ambience', 'service']","['positive', 'positive']","The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.",2,0
['anecdotes/miscellaneous'],['neutral'],This is where the aforementioned line was.,1,0
['anecdotes/miscellaneous'],['neutral'],Maybe tomorrow ;- ,1,0
['food'],['positive'],The sake menu should not be overlooked!,1,0
['ambience'],['positive'],Right off the major deegan you get ladies from all over the city.,1,0
['food'],['positive'],"I also ordered the Change Mojito, which was out of this world.",1,0
['service'],['positive'],"May, the owner always has a smile on her and will warmly greet you.",1,0
['ambience'],['positive'],Some of the finest latin women you'll see in your life hang out at Jimmy's.,1,0
['anecdotes/miscellaneous'],['neutral'],My friends and I have been going here regularly for two years.,1,0
"['food', 'service', 'ambience']","['positive', 'positive', 'positive']",THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,3,0
['anecdotes/miscellaneous'],['neutral'],I went to DF for Valentines Day dinner.,1,0
['anecdotes/miscellaneous'],['negative'],Stay far away from this place.,1,0
['food'],['positive'],"By far, the best pizza in Manhattan.",1,0
['food'],['negative'],"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",1,0
['anecdotes/miscellaneous'],['neutral'],Was there Friday night.,1,0
['anecdotes/miscellaneous'],['positive'],It was a very nice surprise.,1,0
['service'],['negative'],We were then shooed inside.,1,0
['anecdotes/miscellaneous'],['positive'],Open late  well as late as I ever got there and I'm a night person ,1,0
['anecdotes/miscellaneous'],['negative'],I don't get it either.,1,0
"['food', 'service', 'ambience']","['positive', 'positive', 'positive']","The service is excellent, the decor is great, and the food is delicious and comes in large portions.",3,0
['anecdotes/miscellaneous'],['positive'],Highly recommended.,1,0
['anecdotes/miscellaneous'],['positive'],Heartland Brewery is by far one of the best places in NYC to make new friends and catch up with old ones.,1,0
['food'],['negative'],The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,1,0
['anecdotes/miscellaneous'],['positive'],"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.",1,0
"['food', 'price']","['positive', 'positive']",The food is great and reasonably priced.,2,0
['anecdotes/miscellaneous'],['neutral'],"After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info.",1,0
['anecdotes/miscellaneous'],['neutral'],"From the street it looks very hidden, and is actually an old warehouse.",1,0
['ambience'],['negative'],Got a little loud after 8pm when the joint got full.,1,0
['food'],['positive'],Try the tandoori salmon!,1,0
['anecdotes/miscellaneous'],['neutral'],This place is always packed.,1,0
"['food', 'ambience']","['positive', 'positive']","A cool bar with great food, and tons of excellent beer.",2,0
['anecdotes/miscellaneous'],['positive'],This is the perfect date spot for Williamsburg couples.,1,0
['service'],['negative'],"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.",1,0
"['price', 'food']","['positive', 'positive']","For the price, you cannot eat this well in Manhattan.",2,0
"['food', 'ambience']","['positive', 'positive']",Right off the L in Brooklyn this is a nice cozy place with good pizza.,2,0
['service'],['negative'],Some servers make you feel like they are doing you a favor to bring you the food.,1,0
['service'],['positive'],We were also seated promptly at the time of our reservation and the service was very quick and professional.,1,0
['food'],['positive'],The food is inventive but still keeps traditional indian flavoring.,1,0
['price'],['positive'],Example is the soup which was about 6 oz for dollar 12 dollars and the mushrooms where dollar 12 for about 1oz.,1,0
['food'],['neutral'],The dim sum here is only so-so.,1,0
['ambience'],['positive'],The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,1,0
"['food', 'ambience']","['positive', 'positive']",With the theater 2 blocks away we had a delicious meal in a beautiful room.,2,0
['anecdotes/miscellaneous'],['positive'],Once they ran out of Gnochi and made it for me from scratch!,1,0
['anecdotes/miscellaneous'],['negative'],"Needless to say, I'm never going back and you should be wary too.",1,0
"['food', 'price']","['positive', 'positive']","Then, get ripped on free box wine.",2,0
['food'],['positive'],Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,1,0
['anecdotes/miscellaneous'],['positive'],Tuk Tuk is my second favorite neighborhood Thai place  the first being Joya .,1,0
['anecdotes/miscellaneous'],['negative'],Its also a bit of a hassle to get to without a car  I happen to live in Inwood .,1,0
['anecdotes/miscellaneous'],['negative'],"If you're not familiar with the cuisine, you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards.",1,0
['food'],['positive'],I had the duck breast special on my last visit and it was incredible.,1,0
"['anecdotes/miscellaneous', 'price']","['negative', 'negative']",Overall a disappointing experience for that price category.,2,0
['food'],['positive'],Pizza here is consistently good.,1,0
['anecdotes/miscellaneous'],['positive'],I have been in many restaurants all over the city and Roth's Steakhouse has quickly become one of my favorites.,1,0
['service'],['positive'],The staff is incredibly helpful and attentive.,1,0
['ambience'],['neutral'],"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.",1,0
['anecdotes/miscellaneous'],['positive'],I love going there!,1,0
['service'],['positive'],"Once you become a regular, you are treated as one.",1,0
['anecdotes/miscellaneous'],['positive'],You'll adore it.,1,0
['anecdotes/miscellaneous'],['neutral'],"This is the Cheers of New York, whether you've ever been there or not.",1,0
['service'],['positive'],We were pleasantly greeted.,1,0
"['service', 'price']","['negative', 'negative']",Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.,2,0
['anecdotes/miscellaneous'],['neutral'],"Recommendations, of course, are required!",1,0
['food'],['negative'],Not impressed with the food.,1,0
['food'],['positive'],"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",1,0
