text,ambience,anecdotes/miscellaneous,food,service,price
"From the street it looks very hidden, and is actually an old warehouse.",0,1,0,0,0
Got a little loud after 8pm when the joint got full.,1,0,0,0,0
Try the tandoori salmon!,0,0,1,0,0
This place is always packed.,0,1,0,0,0
"A cool bar with great food, and tons of excellent beer.",1,0,1,0,0
This is the perfect date spot for Williamsburg couples.,0,1,0,0,0
"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.",0,0,0,1,0
"For the price, you cannot eat this well in Manhattan.",0,0,1,0,1
Right off the L in Brooklyn this is a nice cozy place with good pizza.,1,0,1,0,0
Some servers make you feel like they are doing you a favor to bring you the food.,0,0,0,1,0
We were also seated promptly at the time of our reservation and the service was very quick and professional.,0,0,0,1,0
The food is inventive but still keeps traditional indian flavoring.,0,0,1,0,0
Example is the soup which was about 6 oz for dollar 12 dollars and the mushrooms where dollar 12 for about 1oz.,0,0,0,0,1
The dim sum here is only so-so.,0,0,1,0,0
The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,1,0,0,0,0
With the theater 2 blocks away we had a delicious meal in a beautiful room.,1,0,1,0,0
Once they ran out of Gnochi and made it for me from scratch!,0,1,0,0,0
"Needless to say, I'm never going back and you should be wary too.",0,1,0,0,0
"Then, get ripped on free box wine.",0,0,1,0,1
Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,0,0,1,0,0
Tuk Tuk is my second favorite neighborhood Thai place  the first being Joya .,0,1,0,0,0
Its also a bit of a hassle to get to without a car  I happen to live in Inwood .,0,1,0,0,0
"If you're not familiar with the cuisine, you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards.",0,1,0,0,0
I had the duck breast special on my last visit and it was incredible.,0,0,1,0,0
Overall a disappointing experience for that price category.,0,1,0,0,1
Pizza here is consistently good.,0,0,1,0,0
I have been in many restaurants all over the city and Roth's Steakhouse has quickly become one of my favorites.,0,1,0,0,0
The staff is incredibly helpful and attentive.,0,0,0,1,0
"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.",1,0,0,0,0
I love going there!,0,1,0,0,0
"Once you become a regular, you are treated as one.",0,0,0,1,0
You'll adore it.,0,1,0,0,0
"This is the Cheers of New York, whether you've ever been there or not.",0,1,0,0,0
We were pleasantly greeted.,0,0,0,1,0
Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.,0,0,0,1,1
"Recommendations, of course, are required!",0,1,0,0,0
Not impressed with the food.,0,0,1,0,0
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",0,0,1,0,0
Never in my life did I think that I could be satisfied both in taste and in quantity for dollar 3.00 in NYC.,0,0,1,0,1
"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",1,0,1,0,1
It was rather pathetic that it took them over an hour to seat us.,0,0,0,1,0
We had a good time.,0,1,0,0,0
"They're also friendlier here, especially the owner, Kenny.",0,0,0,1,0
"The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.",0,0,1,0,0
The pizza is good though.,0,0,1,0,0
"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",1,0,0,0,1
"If you love seafood, you would love this place!",0,0,1,0,0
This isn't a value joint.,0,0,0,0,1
Since my first dinner I have had the chance to have brunch at Orsay 3x.,0,1,0,0,0
"With the great variety on the menu , I eat here often and never get bored .",0,0,1,0,0
"Overall, the best bagel in town.",0,0,1,0,0
"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",0,0,1,0,0
First went here to enjoy their garden terrace.,1,0,0,0,0
They refuse to seat parties of 3 or more on weekends.,0,0,0,1,0
"The Thali was small, thoroughly unremarkable, and dollar 14.95.",0,0,1,0,1
then we ordered a dinosaur rolls and white tuna sashimi.,0,0,1,0,0
"In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible.",0,1,1,0,0
"they were dry and disgusting, i didn't even finish my first piece.",0,0,1,0,0
"Little Tonino's is just awesome, our favorite delivery place in Kennsington, honestly the best Gnochi I have ever had!",0,0,1,0,0
A real dissapointment.,0,1,0,0,0
"Cute place, nice wait staff but would never go there again.",1,0,0,1,0
A word to the wise - the Hoboken health inspector clued me to his findings that this is THE cleanest restaurant in town.,1,1,0,0,0
Three strikes and this restaurant is out.,0,1,0,0,0
The wine list is interesting and has many good values.,0,0,1,0,0
"Going to Ballato's is like coming home and eating in my own kitchen, an absolute delight!",0,1,0,0,0
The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night  for the coat check girls .,0,0,0,1,0
You can't go wrong here.,0,1,0,0,0
"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",1,0,1,0,0
And the fried clams had just enough kick to them to make 'em worth eating.,0,0,1,0,0
As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,0,0,1,1,0
"Yeah the crowd can take it a bit seriously, but it shouldn't.",0,1,0,0,0
highly recommended.,0,1,0,0,0
They came out over cooked and the cheese was almost non existant.,0,0,1,0,0
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,0,0,1,0,0
"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",1,0,0,0,0
"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",1,0,0,0,0
Me and my girls will definitely go back.,0,1,0,0,0
Over 100 different choices to create your own.,0,0,1,0,0
"Yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.",0,0,0,1,0
"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",0,0,1,0,0
"Not a typical pizza joint, but good for a low key and fairly cheap nice sit down dinner.",0,0,1,0,1
"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",0,0,1,0,0
It was pretty inexpensive too.,0,0,0,0,1
Try their plain pizza with fresh garlic or eggplant.,0,0,1,0,0
They are located in the middle of Chinatown!,0,1,0,0,0
"This place, however, has a lot less pretension than Joya and the Thai food is still above-average.",1,0,1,0,0
All I can say is WOW!,0,1,0,0,0
"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",1,0,0,0,0
I'm amazed we haven't been kicked out of this place yet.,0,1,0,0,0
The dish had like 6 pieces of beef in it.,0,0,1,0,0
My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,0,1,0,0,0
You could get a much better dining experience for the same amount of money in a lot of other French Bistros.,0,1,0,0,0
Our first time in New York and we had to try a New York Bagel.,0,1,0,0,0
wont come back again for sure!,0,1,0,0,0
"Everything I had was good, and I'm a eater.",0,0,1,0,0
I knew upon visiting NYC that I wanted to try an orginal deli.,0,1,0,0,0
"Only complaint would be that at an average cost of dollar 12-dollar 15 per meal, I'd like not to have to worry about finding a seat!",0,0,0,1,1
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,1,0,1,1,0
This was a great surprise.,0,1,0,0,0
"However, for what we spent, overall, it just was not up to par.",0,0,0,0,1
"After hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.",0,1,0,0,0
"The crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed.",0,0,1,0,0
The setting is casual and romantic.,1,0,0,0,0
"Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.",1,0,0,0,0
And its absolutely DELICIOUS.,0,0,1,0,0
I think this is one of the more underrated places in the city.,0,1,0,0,0
LLOOVVE THIS PLACE.,0,1,0,0,0
I'm still mad that i had to pay for lousy food.,0,0,1,0,0
"In the evening, this place attracted a well dressed, with it, NY crowd.",0,1,0,0,0
I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,0,1,0,0,0
"Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.",0,0,1,0,0
It just wasn't Thai.,0,1,0,0,0
"The food, drinks and service are clearly among the best in the city.",0,0,1,1,0
"Oh, but wait, we were out of drinks  which were also delightfully overpriced .",0,0,1,0,1
What I didn't like was how the food came right after it was ordered.,0,0,1,0,0
I suspect this restaurant is what Rao's would be if it hadn't turned exclusive.,0,1,0,0,0
I could have drank 4 glasses of water and still been parched - so watch out.,0,0,1,0,0
Go there to relax and feel like your somewhere else.,0,1,0,0,0
Very good wine choices.,0,0,1,0,0
"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",0,0,1,1,1
You are treated just like royality.,0,0,0,1,0
"He not only makes his own homemade mozzarella, but every pie is ultra fresh.",0,0,1,0,0
Even after they overcharged me the last time I was there.,0,0,0,1,0
Try the lasagnette appetizer.,0,0,1,0,0
A great way to make some money is to buy a case of snapple from Costco and sell it right outside for only dollar 2.50.,0,1,0,0,0
Want to impress?,0,1,0,0,0
Love the Jazz bands on Fri and Sat.,1,0,0,0,0
The all you can eat deal is truly amazing here.,0,0,0,0,1
The sushi is also great!,0,0,1,0,0
This place is a great bargain.,0,0,0,0,1
"Based on a visit a month ago, I returned the week before Christmas and was hugely disappointed.",0,1,0,0,0
"Going to Volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great Italian cook.",0,1,0,0,0
I had the best ravioli ever.,0,0,1,0,0
I don't think I would go again.,0,1,0,0,0
The waiters were not attentive except that the bill turned up on the table before we were finished.,0,0,0,1,0
There are other people waiting!,0,0,0,1,0
Joe's Pizza used to have the best slice until this pizzeria opened up.,0,1,0,0,0
"When you're sitting in their main dining room  which has a spectacular, hand-painted high ceiling  you'd never know there was a world outside.",1,0,0,0,0
"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",0,0,1,0,0
"Dessert - can't be missed, so save room!!!",0,0,1,0,0
I am not sure if I would call the food here Indian as it is a fusion of what seems to be French with an Indian or exotic touch.,0,0,1,0,0
"The atmosphere is unheralded, the service impecible, and the food magnificant.",1,0,1,1,0
Too bad the food wasn't of the same heritage.,0,0,1,0,0
"But for whatever reason, prices are about twice as high.",0,0,0,0,1
